steps,input_info/rewards
11062,-9.92780876159668
11076,-10.825952529907227
11084,-8.281927108764648
11100,-8.049622535705566
11179,-9.473820686340332
11209,-8.072172164916992
11216,-10.271827697753906
11220,-10.72510051727295
11261,-10.121317863464355
11277,-9.360429763793945
11290,-9.030655860900879
11292,-9.63514232635498
11308,-8.549782752990723
11329,-8.517694473266602
11331,-9.243118286132812
11335,-10.490342140197754
11336,-9.144208908081055
11376,-9.467565536499023
11400,-10.575262069702148
11418,-8.233368873596191
11442,-10.483213424682617
11445,-8.360898971557617
11457,-9.609891891479492
11492,-9.426607131958008
11505,-9.509807586669922
11537,-9.989202499389648
11548,-8.547017097473145
11587,-7.568264961242676
11614,-8.904862403869629
11691,-8.395791053771973
11692,-8.487739562988281
11694,-8.22891616821289
11701,-9.228198051452637
11707,-8.786201477050781
11715,-9.106590270996094
11724,-8.509767532348633
11784,-9.259040832519531
11804,-9.261744499206543
11814,-7.662649154663086
11815,-9.950447082519531
11821,-9.041576385498047
11869,-8.191947937011719
11881,-9.075733184814453
11886,-8.95008659362793
11888,-9.047929763793945
11901,-8.192172050476074
11969,-8.478612899780273
11983,-9.530135154724121
11989,-8.631579399108887
12048,-8.777238845825195
12051,-8.323078155517578
12068,-9.014695167541504
12075,-10.04938793182373
12111,-10.376620292663574
12117,-9.219623565673828
12129,-8.915244102478027
12186,-8.45801830291748
12212,-8.313921928405762
12223,-8.588358879089355
12232,-8.270769119262695
12259,-8.454073905944824
12275,-8.517744064331055
12320,-8.870180130004883
12326,-10.609621047973633
12389,-9.646862030029297
12411,-9.776605606079102
12413,-8.246604919433594
12418,-9.004314422607422
12426,-9.089425086975098
12435,-8.391947746276855
12492,-9.680585861206055
12546,-9.87501335144043
12575,-8.629984855651855
12581,-8.256802558898926
12590,-8.466130256652832
12625,-8.936332702636719
12641,-9.719392776489258
12672,-8.122917175292969
12673,-10.136604309082031
12691,-9.275065422058105
12700,-8.132688522338867
12732,-8.098748207092285
12733,-8.07136344909668
12739,-9.325981140136719
12741,-9.157017707824707
12745,-7.433218955993652
12783,-10.032266616821289
12845,-9.37165641784668
12862,-11.051000595092773
12892,-8.651175498962402
12902,-9.977033615112305
12923,-8.783262252807617
12995,-9.198768615722656
13009,-7.851329803466797
13016,-8.664164543151855
13025,-8.631885528564453
13049,-10.155945777893066
13069,-10.793564796447754
13083,-7.656239032745361
13114,-8.824665069580078
13152,-10.644153594970703
13158,-8.479609489440918
13170,-8.550284385681152
13175,-8.777488708496094
13178,-7.989237308502197
13190,-8.69752311706543
13225,-7.881687641143799
13228,-9.879412651062012
13244,-9.110860824584961
13266,-8.191250801086426
13312,-9.278042793273926
13313,-9.597437858581543
13384,-8.656219482421875
13394,-7.906641483306885
13404,-8.401383399963379
13410,-9.460065841674805
13411,-9.833454132080078
13452,-8.779699325561523
13454,-9.874838829040527
13514,-9.032648086547852
13575,-9.810154914855957
13581,-9.658928871154785
13587,-8.881970405578613
13589,-8.07921314239502
13606,-8.63713550567627
13631,-10.036906242370605
13642,-8.216560363769531
13691,-8.991605758666992
13746,-8.991847038269043
13753,-7.245699405670166
13796,-9.824119567871094
13858,-9.502806663513184
13861,-8.071114540100098
13874,-8.786154747009277
13892,-8.832979202270508
13924,-8.742393493652344
13929,-9.651092529296875
13950,-8.870268821716309
13957,-8.88096809387207
13958,-7.422398090362549
13960,-8.872748374938965
13969,-7.279132843017578
14013,-8.876938819885254
