#{"t_start": 1610049436.821441, "env_id": null}
r,l,t
-250.974233,96,3338.888118
-224.86033,96,3355.096085
-28.762334,96,3370.328451
-302.810698,96,3388.102257
-153.074271,96,3407.201646
-71.090788,96,3425.185123
-749.434081,96,3442.258803
-176.966751,96,3458.597926
-20.213853,96,3473.986631
-989.389365,96,3489.354955
-0.979179,96,3505.657729
-77.918684,96,3522.22798
-1.043559,96,3537.741542
-142.5818,96,3553.255985
-457.084131,96,3569.333312
-340.694302,96,3585.343872
-527.229175,96,3601.784377
-129.84476,96,3617.101924
-0.034761,96,3632.082977
-1101.752144,96,3648.305207
-462.782619,96,3664.559804
-321.138307,96,3681.188543
-231.421418,96,3697.966416
-147.505308,96,3713.77291
-351.671735,96,3729.302275
-5.915534,96,3745.074116
-207.627909,96,3761.025089
-570.912658,96,3777.17551
-167.209957,96,3792.840619
-189.145734,96,3808.79104
-444.692606,96,3824.348005
-521.643443,96,3839.913886
-484.087203,96,3856.762859
-168.817016,96,3872.360161
-142.786764,96,3888.056604
-779.537383,96,3903.358871
-223.352058,96,3918.248088
-447.720315,96,3933.905145
-45.524634,96,3949.694579
-57.965452,96,3965.162205
-47.428106,96,3980.682208
-1.998221,96,3996.403042
-19.07157,96,4012.551215
-951.652116,96,4027.953117
-416.39388,96,4045.466624
-345.477562,96,4063.339713
-193.053508,96,4080.497293
-33.733755,96,4097.583918
-488.388051,96,4115.067566
-370.133188,96,4130.4737
-243.622164,96,4145.778908
-537.540297,96,4161.019703
-462.800721,96,4177.360017
-247.220243,96,4192.200653
-579.59593,96,4206.867842
-182.709511,96,4221.684468
-128.007111,96,4236.384625
-2.417481,96,4251.943859
-51.612268,96,4267.268278
-788.764482,96,4282.280838
-357.913542,96,4296.841903
-433.990762,96,4311.652731
-710.672194,96,4326.483819
-387.407452,96,4341.103754
-869.584236,96,4355.740937
-747.311767,96,4370.670487
-240.757876,96,4385.251537
-906.406183,96,4399.946527
-1047.520568,96,4414.807268
-221.269911,96,4429.64404
-238.62168,96,4444.603184
-280.428247,96,4460.501832
-1208.632016,96,4475.261525
-94.098363,96,4490.375168
-93.98908,96,4504.820979
-262.958362,96,4519.912331
-309.000624,96,4534.481932
-248.465224,96,4549.711931
-152.30958,96,4564.705711
-74.715647,96,4579.258653
-559.506431,96,4593.553733
-171.393973,96,4609.204677
-506.846259,96,4624.148807
-548.16137,96,4639.651718
-83.147427,96,4654.16636
-627.577411,96,4669.61892
-8.729917,96,4684.572488
-0.170491,96,4699.235782
-740.782793,96,4714.4369
-137.995,96,4731.72236
-209.860578,96,4748.370306
-1098.85058,96,4764.953049
-99.435243,96,4779.780417
-195.71819,96,4795.509908
-1333.199144,96,4809.88166
-291.315701,96,4824.116727
-1811.067518,96,4838.424999
-102.182819,96,4853.641454
-3.916728,96,4867.951726
-435.529877,96,4882.665667
-182.479653,96,4897.369701
-204.305512,96,4912.909907
-202.848845,96,4927.726656
-1121.162338,96,4942.39899
-182.103544,96,4956.899723
-135.527769,96,4971.529681
-1055.48098,96,4985.840433
-311.514069,96,5000.395165
-182.495341,96,5015.079416
-1073.08129,96,5029.935269
-1165.149425,96,5044.683701
-56.105641,96,5059.532834
-52.100423,96,5073.99119
-312.070227,96,5088.869996
-208.839938,96,5103.724252
-684.987034,96,5118.392749
-19.589002,96,5132.989919
-571.763466,96,5147.282389
-663.527302,96,5162.268271
-191.656676,96,5176.727851
-250.31295,96,5191.259971
-86.48398,96,5206.82347
-145.986625,96,5221.772185
-582.943963,96,5236.209446
-910.202693,96,5251.632717
-790.002586,96,5266.627902
-591.657243,96,5281.407274
-427.307152,96,5296.133792
-138.4967,96,5311.438808
-810.885342,96,5326.809694
-794.481788,96,5342.469951
-250.363738,96,5358.46702
-860.423328,96,5374.545227
-4.195635,96,5392.116858
-449.758943,96,5408.447418
-543.820309,96,5424.465724
-334.512903,96,5440.545666
-227.374376,96,5455.921934
-427.355209,96,5470.547189
-360.850949,96,5485.697314
-1341.673287,96,5500.672605
-252.906555,96,5515.490894
-162.245204,96,5530.155788
-320.25962,96,5544.522679
-346.217058,96,5559.113415
-396.16976,96,5574.249621
-272.944663,96,5588.385608
-32.919704,96,5602.623238
-404.012417,96,5617.430612
-708.499633,96,5632.279377
-96.358444,96,5646.848772
-20.710161,96,5662.043298
-268.708512,96,5676.57252
-920.857423,96,5691.551631
-22.073124,96,5706.015902
-27.929464,96,5720.176004
-180.265515,96,5734.495307
-179.629671,96,5749.360529
-413.262447,96,5763.966604
-256.011471,96,5778.886121
-1116.239332,96,5793.699584
-14.027547,96,5809.740233
-212.979153,96,5825.124835
