#{"env_id": null, "t_start": 1610028553.041519}
r,l,t
-4.471559,96,7832.893186
-2.560303,96,7847.392611
-49.603269,96,7862.887669
-72.04541,96,7877.338367
-40.285757,96,7893.005255
-37.997266,96,7907.770881
-8.468996,96,7923.432363
-204.736179,96,7938.025328
-1.666949,96,7953.73914
-69.970464,96,7968.50917
-19.811639,96,7984.115905
-95.589713,96,7999.35455
-40.251322,96,8017.080523
-30.053835,96,8038.473228
-18.436242,96,8065.484473
-7.792971,96,8089.878993
-28.478149,96,8118.989902
-51.249612,96,8146.65415
-11.90548,96,8176.177239
-15.298391,96,8197.594797
-27.934097,96,8220.2147
-971.098501,672,8371.758945
-1359.972607,672,8505.968629
