,hea.capFlo.heaPor.T,zon.capEmb.heaPor.T,zon.capInt.heaPor.T,zon.capWal.heaPor.T,zon.capZon.heaPor.T
2021-01-17,329.94713204260904,294.80792274827513,294.2655446571299,284.78268701748084,294.4629932960119
