,hea.capFlo.heaPor.T,zon.capEmb.heaPor.T,zon.capInt.heaPor.T,zon.capWal.heaPor.T,zon.capZon.heaPor.T
2021-04-19,296.30880881833616,296.30289002578434,294.9959654672996,291.752881760443,296.16187304096997
