steps,loss/loss
688,4859.51708984375
728,4685.6015625
738,5768.927734375
744,5134.35498046875
823,4640.35498046875
847,4522.69677734375
899,4930.0693359375
924,3820.427490234375
977,4880.3369140625
996,4711.478515625
1194,10566.6015625
1202,12709.7734375
1278,17417.990234375
1338,21162.62890625
1429,20014.673828125
1437,17491.927734375
1457,16986.416015625
1556,9570.689453125
1593,8604.9697265625
1655,6336.53125
1729,4098.87744140625
1764,3659.43603515625
1850,1974.282958984375
1909,1752.2158203125
2025,1518.2041015625
2082,960.7595825195312
2155,486.1499328613281
2192,417.7803649902344
2300,236.5210723876953
2306,218.9111328125
2369,124.28255462646484
2376,146.07040405273438
2442,86.4112548828125
2536,93.58282470703125
2573,98.98748779296875
2598,87.53874969482422
2701,134.0760498046875
2795,97.87783813476562
2825,101.41280364990234
2841,79.50472259521484
2947,95.13221740722656
3016,71.86917114257812
3060,85.59001922607422
3062,77.87814331054688
3097,88.22762298583984
3147,92.41499328613281
3174,125.12428283691406
3186,93.06954956054688
3257,133.6527557373047
3275,100.26361083984375
3435,78.27259063720703
3677,87.76276397705078
3680,91.00772094726562
4000,122.3564224243164
4006,150.3782501220703
4014,114.40065002441406
4070,191.11781311035156
4089,134.0224151611328
4107,169.13165283203125
4275,177.56214904785156
4311,151.81875610351562
4317,165.4959716796875
4335,193.9134063720703
4372,140.94137573242188
4387,168.5191650390625
4391,141.49093627929688
4411,130.73484802246094
4461,107.20523071289062
4484,121.26167297363281
4595,121.29996490478516
4617,149.73011779785156
4652,109.70856475830078
4721,136.5774688720703
4730,173.03831481933594
4732,118.03815460205078
4785,158.4162139892578
4809,144.19419860839844
4825,148.6138916015625
4845,115.3823013305664
4929,116.80416107177734
5049,126.50028991699219
5076,124.97931671142578
5162,110.40357971191406
5199,161.24685668945312
5201,141.8907012939453
5254,160.99118041992188
5375,110.9045181274414
5412,186.57337951660156
5422,115.91541290283203
5441,127.71846008300781
5450,161.98480224609375
5523,94.25556945800781
5526,169.30740356445312
5588,111.83760070800781
5612,152.29544067382812
5717,108.29425048828125
5756,109.65403747558594
5847,130.66445922851562
5882,135.32321166992188
5945,163.7237548828125
5984,92.62997436523438
5991,150.44326782226562
6110,123.384765625
6166,121.63082122802734
6283,147.3505096435547
6313,148.13937377929688
6485,97.38932037353516
6489,159.77139282226562
6564,122.88607788085938
6652,171.6187744140625
6793,124.0131607055664
6808,159.43052673339844
6823,114.08827209472656
6922,168.5790557861328
6973,113.34249114990234
7027,108.20816802978516
7212,177.53469848632812
7281,106.02955627441406
7394,138.26962280273438
7485,136.90414428710938
7708,130.6038818359375
7796,144.69967651367188
7924,119.87369537353516
7925,105.44464111328125
7987,113.04325866699219
8023,130.5845489501953
8046,132.4327392578125
8073,129.1573486328125
8198,149.92977905273438
8235,119.55699157714844
8393,109.74205780029297
8618,113.98446655273438
8780,114.13014221191406
8832,104.58101654052734
8926,144.27432250976562
8937,144.4663848876953
8998,155.9389190673828
9099,109.25399780273438
9103,100.476318359375
9296,100.08087921142578
9337,191.72506713867188
9362,107.47840118408203
9654,105.1659927368164
9674,136.73890686035156
9705,115.67471313476562
9732,117.39562225341797
9762,101.12310791015625
9941,115.48970794677734
9966,112.48960876464844
10001,104.9919204711914
10086,103.91632080078125
10117,96.90653991699219
10195,105.33928680419922
10256,107.51141357421875
10287,108.78206634521484
10370,90.88825225830078
10502,104.7138442993164
10503,130.4551544189453
10565,103.66905212402344
10632,99.48279571533203
10635,105.36387634277344
10691,113.38678741455078
10916,122.46119689941406
10982,102.0542221069336
11031,118.7055435180664
11084,96.8174057006836
11179,100.06877899169922
11329,108.95254516601562
11336,127.2045669555664
11376,107.90938568115234
11505,106.46212005615234
11548,109.49238586425781
11587,125.40643310546875
11694,128.54652404785156
11707,134.35906982421875
11715,112.34322357177734
11784,124.13360595703125
11814,103.00035095214844
11969,110.14321899414062
11989,114.2045669555664
12068,95.8938217163086
12075,104.50151062011719
12259,99.67633819580078
12326,97.73872375488281
12418,157.42645263671875
12426,104.01251220703125
12590,104.36546325683594
12673,93.58011627197266
12732,107.1589126586914
12733,98.93682861328125
12783,91.67167663574219
12845,99.9333267211914
12862,185.8895263671875
12902,104.89005279541016
12995,109.6186752319336
13016,103.7065658569336
13025,105.20213317871094
13178,114.92626953125
13190,104.55915069580078
13225,106.71946716308594
13266,101.36260986328125
13312,152.99752807617188
13384,98.40008544921875
13575,103.92622375488281
13796,101.15911865234375
13969,106.66554260253906
14084,130.44935607910156
14087,109.9951171875
14132,92.60252380371094
14321,84.44215393066406
14490,122.96300506591797
14582,90.40960693359375
14633,160.42330932617188
14639,139.58897399902344
14729,159.80007934570312
14867,130.28025817871094
14929,148.2060089111328
14947,108.66500091552734
15106,109.88114929199219
15124,110.51590728759766
15169,104.25257873535156
15220,121.55926513671875
15240,106.96350860595703
15274,110.7040786743164
15329,108.65045166015625
15381,126.6103515625
15462,101.31749725341797
15515,123.04292297363281
15533,115.78302764892578
15637,107.85684967041016
15654,114.46373748779297
15714,99.00096130371094
15719,96.50920867919922
15856,108.2529525756836
15917,152.3750762939453
15925,129.4235076904297
16121,117.08719635009766
16183,131.3947296142578
16184,143.4852752685547
16197,128.75604248046875
16315,138.58541870117188
16530,86.51581573486328
16559,103.126953125
16569,98.44866180419922
16581,99.15724182128906
16584,104.23919677734375
16597,126.95541381835938
16622,93.82412719726562
16760,127.41200256347656
16764,85.1715316772461
16873,112.46893310546875
16875,92.77652740478516
16878,94.9003677368164
16890,102.90452575683594
17160,122.46430969238281
17382,114.44474029541016
17432,95.09550476074219
17443,114.84730529785156
17452,111.88221740722656
17473,107.16365814208984
17484,91.29561614990234
17514,103.0683822631836
17531,94.2027816772461
17534,102.66785430908203
17543,87.63136291503906
17753,110.66413116455078
17768,101.96958923339844
17839,120.318359375
17843,100.46333312988281
17938,99.96227264404297
17957,98.04627990722656
18009,104.41874694824219
18071,91.31137084960938
18267,98.01597595214844
18301,121.87555694580078
18326,111.54483032226562
18350,103.31424713134766
18495,81.9819564819336
18503,80.83678436279297
18522,105.08236694335938
18539,89.11128997802734
18542,110.29621124267578
18547,88.94081115722656
18578,105.25939178466797
18639,176.73748779296875
18643,114.35781860351562
18779,98.38460540771484
18789,148.9715576171875
18870,97.61988830566406
18886,93.74537658691406
18938,100.62862396240234
19176,88.00132751464844
19336,103.55406951904297
19342,79.5285873413086
19384,128.35702514648438
19415,96.68059539794922
19495,111.83385467529297
19567,114.197265625
19734,100.15140533447266
19759,108.01448822021484
19989,122.24016571044922
20050,101.5866928100586
20058,139.73068237304688
20112,98.72429656982422
20197,112.81598663330078
20206,124.11929321289062
20232,102.98052978515625
20234,133.0155487060547
20342,98.63709259033203
20424,101.72758483886719
20438,105.25695037841797
20546,112.09526062011719
20629,117.80648040771484
20692,112.06558990478516
20694,118.90970611572266
20705,117.88490295410156
20715,116.4794921875
20735,129.2806396484375
20791,107.3672103881836
20800,115.42322540283203
20831,108.84903717041016
20838,141.68292236328125
20894,127.64266967773438
20949,120.46200561523438
21017,81.73683166503906
21171,111.01522827148438
21289,114.68685913085938
21325,100.09739685058594
21336,102.44775390625
21375,110.05460357666016
21681,121.21764373779297
21763,110.83793640136719
21781,92.06515502929688
21952,124.01238250732422
22036,100.32476806640625
22219,110.12921142578125
22238,105.48262786865234
22270,102.19493865966797
22340,118.6318130493164
22348,129.93751525878906
22354,117.02210998535156
22357,107.06975555419922
22405,99.00489807128906
22409,110.74898529052734
22419,96.1601333618164
22425,132.05320739746094
22587,88.85395812988281
22588,86.27400970458984
22649,101.94100952148438
22653,93.7087173461914
22673,112.599609375
22775,97.53294372558594
22847,102.950439453125
22900,101.90118408203125
23020,114.23219299316406
23046,119.11114501953125
23179,78.2199935913086
23195,92.62644958496094
23205,95.02994537353516
23225,85.66767120361328
23243,79.48976135253906
23291,99.84577178955078
23323,102.38966369628906
23326,106.88140869140625
23333,155.2229766845703
23343,137.55303955078125
23415,137.91331481933594
23455,116.39695739746094
23509,95.0067367553711
23600,105.2602767944336
23608,90.87503051757812
23641,127.39921569824219
23669,133.0272979736328
23694,150.69064331054688
23788,96.97483825683594
23898,105.67433166503906
23909,116.09658813476562
23989,88.519775390625
24023,85.46564483642578
24098,95.74849700927734
24151,108.11360931396484
24166,95.58380889892578
24202,115.26704406738281
24399,126.54962158203125
24476,112.56259155273438
24551,117.56175231933594
24595,155.3011932373047
24601,135.16842651367188
24678,99.51648712158203
24828,109.111328125
24836,106.68347930908203
24897,129.91326904296875
25002,127.7783203125
25030,101.17245483398438
25156,81.76356506347656
25186,117.35167694091797
25192,101.59051513671875
25287,101.1272201538086
25337,94.16902923583984
25474,98.93122100830078
25522,119.487060546875
25550,113.74560546875
25700,148.5547332763672
25754,118.12176513671875
25855,111.42806243896484
25888,116.87845611572266
25902,99.0820541381836
25920,91.44163513183594
25959,96.64456939697266
25963,100.60553741455078
25977,88.07054138183594
