steps,loss/td_error
31121,-10.476404190063477
31140,-7.959696292877197
31174,-2.6570017337799072
31363,4.277611255645752
31383,-11.912606239318848
31453,-4.2292351722717285
31472,-44.499420166015625
31509,-17.82683753967285
31645,-12.135834693908691
31716,-2.785881519317627
31800,3.0558624267578125
31846,1.4559475183486938
31969,-20.80263900756836
32048,-26.991804122924805
32051,-3.9547030925750732
32076,-0.8678475618362427
32162,-7.023871898651123
32166,-11.041322708129883
32256,-1.8475717306137085
32344,-5.960513114929199
32354,0.5757453441619873
32384,-23.717195510864258
32401,-8.758097648620605
32445,-26.0131893157959
32487,-9.894306182861328
32510,-12.602836608886719
32712,0.5106515288352966
32746,-0.1275710165500641
32771,8.723284721374512
32783,3.7597274780273438
32794,-14.853896141052246
32836,-29.0941104888916
32904,-19.146459579467773
32920,-12.865148544311523
33043,-8.334228515625
33073,-2.127572536468506
33236,-6.386495590209961
33390,-1.6173335313796997
33408,-11.734807014465332
33431,-20.463497161865234
33509,0.04419562965631485
33535,-16.45212745666504
33579,-12.54687213897705
33617,-29.538631439208984
33635,-17.9045467376709
33724,-1.3770490884780884
33819,-9.23307991027832
33942,-27.098649978637695
34007,-54.15475082397461
34020,-91.7090835571289
34024,-91.8935317993164
34111,6.861858367919922
34139,0.43624061346054077
34212,-6.155789852142334
34254,-47.99529266357422
34302,-24.7656307220459
34408,-1.6124365329742432
34428,-0.7640940546989441
34453,-4.457501411437988
34461,-0.6035047173500061
34464,14.390395164489746
34490,-4.466274738311768
34519,-16.085140228271484
34535,9.126992225646973
34632,4.819917678833008
34638,-14.224329948425293
34694,-9.995102882385254
35045,-15.305736541748047
35113,-35.71665573120117
35175,4.365727424621582
35290,-44.89573669433594
35291,-33.56168746948242
35308,-24.636404037475586
35373,-8.544340133666992
35415,7.952980995178223
35482,-35.87839126586914
35491,-22.319583892822266
35493,-7.719470024108887
35571,7.632072925567627
35689,-112.22278594970703
35729,-64.65251922607422
35745,-23.683250427246094
35785,-66.73736572265625
35874,-9.027836799621582
36019,-36.35898971557617
36119,-13.142261505126953
36416,-5.40282678604126
36706,-15.567011833190918
36719,-4.934651851654053
36876,-22.44834327697754
36980,-19.851749420166016
37012,-37.09994125366211
37084,-40.47098922729492
37149,-33.92879867553711
37163,-11.684764862060547
37186,0.8845959901809692
37187,-6.782227993011475
37254,-14.766258239746094
37321,-26.761457443237305
37507,6.189842700958252
37650,-13.131084442138672
37702,-48.23487091064453
37820,-64.0035400390625
37895,-12.018998146057129
37906,-8.107157707214355
38017,-66.08155059814453
38072,-39.2484245300293
38124,-18.80729103088379
38256,-22.911821365356445
38347,-52.353118896484375
38354,-33.21644973754883
38404,-17.351301193237305
38633,-5.356473445892334
38643,-47.18791961669922
38707,-23.252304077148438
38723,-4.575516700744629
38758,-4.7714457511901855
38791,-29.159156799316406
38883,-9.647026062011719
38975,-8.336530685424805
39067,-21.221569061279297
39128,-11.372596740722656
39166,9.60307502746582
39186,-7.609097957611084
39188,-1.8321315050125122
39217,-13.203780174255371
39234,-3.8099758625030518
39327,-8.719143867492676
39343,-10.695819854736328
39367,-12.022275924682617
39373,14.108237266540527
39442,-26.015316009521484
39521,-16.521385192871094
39598,-1.5316499471664429
39686,-9.389695167541504
39757,-16.09651756286621
39843,-18.069509506225586
39884,-42.245086669921875
39904,-26.606599807739258
39998,3.171351909637451
40070,-9.781916618347168
40083,-25.1069393157959
40157,8.656556129455566
40192,-23.9595947265625
40233,-18.78350067138672
40245,-5.186777591705322
40251,-9.771909713745117
40281,9.073996543884277
40313,2.1560378074645996
40435,-4.953538417816162
40544,-29.57973289489746
40582,3.6767168045043945
40710,-23.290176391601562
40735,-12.842241287231445
40784,-33.41474533081055
40862,-3.9895782470703125
40904,2.2225406169891357
41045,-0.312954843044281
41076,-28.496902465820312
41119,-10.83862590789795
41139,-24.59053611755371
41205,1.9331556558609009
41267,-10.802752494812012
41274,3.2264750003814697
41339,-20.985795974731445
41384,-4.546621799468994
41429,-18.864503860473633
41462,-13.135343551635742
41489,-3.8107974529266357
41514,1.5656967163085938
41517,5.663967132568359
41608,-7.695648193359375
41640,-10.383830070495605
41678,-16.188920974731445
41886,1.9720767736434937
41933,-6.8260321617126465
41951,-23.529577255249023
42010,-40.6392822265625
42165,-18.40249252319336
42212,-13.6444091796875
42356,-7.545655727386475
42542,-18.65116310119629
42544,-7.9475579261779785
42703,-20.889339447021484
42875,-20.353261947631836
42883,-19.055124282836914
42897,-67.46292114257812
42909,-19.0153865814209
42981,-2.122546672821045
43126,-34.16508865356445
43198,-1.0912384986877441
43202,1.588762879371643
43213,-2.680058479309082
43501,-19.19869613647461
43568,-0.3037029504776001
43627,-53.31145477294922
43657,-27.487571716308594
43685,-49.17591094970703
43744,-12.856781005859375
43753,-8.895419120788574
43903,-58.61759567260742
43911,-25.221586227416992
43917,-49.443748474121094
43980,-3.0537312030792236
43995,-52.1504020690918
44095,-22.653701782226562
44102,-17.1137638092041
44312,-8.500228881835938
44346,-30.225923538208008
44418,-14.150864601135254
44432,-9.776924133300781
44489,-40.32329177856445
44515,-48.21929168701172
44535,-30.334228515625
44629,-2.6120688915252686
44685,-12.79718017578125
44834,-1.7139173746109009
44858,-11.570076942443848
44913,-13.616785049438477
44963,-2.8067004680633545
44976,-1.2715305089950562
45089,-14.433133125305176
45098,8.17142391204834
45188,-3.408381462097168
45237,-53.105289459228516
45272,-8.974693298339844
45313,-7.5999627113342285
45385,-3.001627206802368
45417,-2.7213680744171143
45421,9.53176212310791
45610,-8.146912574768066
45679,5.933095455169678
45719,-9.414017677307129
45756,-37.397308349609375
45798,-3.8624162673950195
45890,-20.03485870361328
45967,-10.481483459472656
45992,6.829846382141113
46015,-9.892465591430664
46022,-24.617904663085938
46025,-29.649314880371094
