#{"t_start": 1610049842.424594, "env_id": null}
r,l,t
-17.235206,96,18.993005
-37.985186,96,38.734505
-1368.91053,96,58.404505
-256.733255,96,79.013502
-7.691996,96,98.462503
-199.699433,96,115.628504
-58.426853,96,133.795004
-76.353233,96,153.624501
-4.36666,96,172.171006
-370.658743,96,191.654505
-870.574061,96,209.945503
-227.792067,96,227.904002
-3.713571,96,246.477504
-315.635442,96,264.507001
-2.130597,96,282.230501
-1.985328,96,300.754999
-343.135223,96,318.710003
-264.145533,96,337.219032
-201.918399,96,356.9905
-3.653594,96,375.496003
-1377.067637,96,396.155506
-63.922768,96,413.348498
-856.639027,96,431.529912
-83.400002,96,448.907912
-332.219525,96,467.626914
-56.926567,96,484.472417
-51.054335,96,501.725415
-386.356161,96,518.320916
-759.063077,96,535.895916
-2.288569,96,552.854412
-138.838803,96,569.360417
-208.438997,96,586.244414
-49.462161,96,605.542416
-96.972167,96,623.396912
-27.337199,96,643.178917
-86.279662,96,663.876414
-25.027552,96,681.578412
-16.195862,96,698.028804
-270.37326,96,715.539807
-939.326654,96,734.999305
-386.802375,96,756.654305
-250.727157,96,775.983807
-647.751106,96,794.10431
-1050.944887,96,811.593804
-1116.848599,96,829.725805
-314.017986,96,847.022305
-25.405908,96,865.139304
-355.943452,96,882.867807
-99.214698,96,900.954804
-28.313985,96,918.029819
-418.607091,96,936.387306
-152.841136,96,954.985809
-25.190733,96,972.392811
-793.99613,96,992.068306
-117.908042,96,1010.241076
-220.077051,96,1028.586579
-33.167401,96,1045.789078
-286.137649,96,1063.060075
-745.625664,96,1081.877577
-520.97938,96,1099.200078
-561.172506,96,1115.315579
-592.886112,96,1132.732077
-28.062784,96,1149.043075
-164.549209,96,1165.341079
-754.969185,96,1181.789193
-124.44534,96,1203.431193
-18.061845,96,1225.423194
-559.254429,96,1244.925698
-442.532147,96,1275.836194
-191.935349,96,1305.424694
-78.59936,96,1328.567697
-31.780783,96,1351.873194
-78.882307,96,1374.43168
-217.194599,96,1391.850676
-791.904174,96,1414.581675
-66.640689,96,1436.180176
-213.690849,96,1453.443177
-186.32351,96,1473.24818
-36.86482,96,1490.552677
-831.183613,96,1507.641179
-106.884975,96,1525.113679
-50.026248,96,1549.635141
-8.644299,96,1567.784642
-273.792148,96,1584.929638
-564.705926,96,1602.131144
-4.135776,96,1620.142155
-16.130259,96,1636.964024
-106.229185,96,1653.746525
-51.594975,96,1671.504528
-702.437468,96,1688.106526
-23.491196,96,1704.855525
-1.208011,96,1723.914527
-43.213403,96,1743.044026
-979.253948,96,1761.578532
-0.254035,96,1778.581526
-93.917676,96,1796.095524
-288.783599,96,1814.192526
-83.732854,96,1832.710026
-44.587238,96,1852.346025
-58.424135,96,1870.274026
-75.548162,96,1889.019029
-88.739446,96,1928.199524
-28.529706,96,1961.618029
-275.968756,96,1977.701525
-220.141024,96,1993.596525
-151.944045,96,2010.266525
-491.62761,96,2027.247028
-12.11451,96,2043.457023
-21.848276,96,2059.944026
-57.392561,96,2079.700525
-132.24915,96,2096.607029
-35.983065,96,2113.031027
-547.988422,96,2128.835027
-7.899246,96,2145.897632
-371.559568,96,2163.735641
-752.15713,96,2180.483635
-882.781891,96,2196.544641
-488.366004,96,2214.054133
-169.407145,96,2231.006133
-334.889426,96,2247.215636
-0.803082,96,2265.15614
-0.689676,96,2282.833727
-659.906264,96,2298.371728
-788.70784,96,2313.722228
-554.346053,96,2330.081731
-1169.78687,96,2347.351729
-393.946156,96,2367.898333
-31.613611,96,2386.864838
-419.286084,96,2403.350331
-197.007292,96,2420.141839
-445.268214,96,2438.112835
-29.519552,96,2454.068015
-1377.377976,96,2470.800014
-6.914827,96,2487.503516
-231.204915,96,2505.077511
-267.642993,96,2527.419515
-5.910382,96,2546.227512
-192.818814,96,2569.143516
-302.958464,96,2589.828012
-51.274352,96,2610.939516
-691.12893,96,2631.393516
-602.02427,96,2649.559015
-658.21771,96,2668.880014
-199.310912,96,2687.928514
-10.847088,96,2706.847014
-191.806446,96,2725.355514
-163.892064,96,2744.055515
-860.41162,96,2764.716516
-9.824029,96,2785.387514
-252.720031,96,2801.701015
-648.071513,96,2817.340014
-270.791644,96,2833.007015
-35.800875,96,2848.486031
-119.787129,96,2863.654518
-466.470326,96,2881.401512
-566.476563,96,2896.909515
-114.711867,96,2912.691517
-124.493311,96,2928.822511
-210.22182,96,2945.049568
-130.148511,96,2960.578066
-562.583894,96,2976.957067
-215.859502,96,2992.644578
-584.913516,96,3008.695077
-357.644836,96,3024.691066
-500.15578,96,3040.484067
-152.513248,96,3056.069565
-853.096955,96,3071.853067
-521.211963,96,3087.419567
-58.635256,96,3102.646072
-212.341735,96,3118.349068
-0.297763,96,3133.530572
-48.801197,96,3149.113069
-801.97983,96,3164.072569
-621.748203,96,3180.092574
-600.155121,96,3196.799071
-492.644209,96,3212.426566
-315.371595,96,3227.49707
-383.192812,96,3242.713567
-1070.248478,96,3258.074068
-236.321,96,3273.394566
-299.932718,96,3288.590565
-479.104699,96,3303.890567
-256.564944,96,3319.172078
-54.71245,96,3334.869069
-87.978454,96,3350.196068
-174.966537,96,3366.260576
-268.956635,96,3381.298069
-90.548947,96,3396.371568
-549.427422,96,3412.60907
-68.296653,96,3428.877571
-290.305735,96,3445.311568
-529.240443,96,3461.291569
-886.291931,96,3478.512569
-53.536084,96,3495.382066
-155.409268,96,3511.790567
-0.386855,96,3528.731565
-262.045168,96,3545.344072
-2.428355,96,3561.890568
-533.171708,96,3578.273066
-252.546188,96,3595.889702
-218.5192,96,3612.459202
-26.918918,96,3630.6904
-307.1104,96,3646.048465
-165.009179,96,3661.842963
-77.91227,96,3677.424961
-736.153369,96,3693.057461
-171.987666,96,3708.524461
-15.945624,96,3723.986964
-948.760228,96,3739.290978
-0.81007,96,3755.028966
-121.462959,96,3770.702967
-1.135578,96,3786.424966
-167.914101,96,3802.592462
-518.309181,96,3818.287463
-255.144258,96,3834.284964
-431.875715,96,3850.671965
-195.582767,96,3866.512964
-0.040173,96,3881.046968
-1010.487027,96,3897.411961
-304.709212,96,3915.177463
-277.496533,96,3931.560467
-148.650791,96,3947.426962
-162.851288,96,3963.229465
